BRZYGZ,BSML,BYY,BZ,CJ,CJL,CJSJ,CLFZSJ,CLNJSJ,CS,CY,CZJSJ,CZWT,DC,DS300Z,DS3Z,DS600Z,FSCSJ,FZGZSJ,GJ,GJSJ,GLLYL,HBR,HJQXZSJ,HKYH,HNSJ,HSL,HYSJ,HZTSJ,JC,JDGSJ,JG,JH,JHR,JS,JY,KHYSJ,KZX,LJJC,LJSJ,LXJSYSJ,MBWQS,MD,MMZS,MSZJ,MT,NBHD,ND,PHZ,PL,PSSD,PZS,PZZJ1,PZZJ2,PZZJ3,PZZJ4,PZZJ5,QCJS,QL10F,QTSJ,QXCW,QXDHTZ,QXGJ,QXJC,QXQSJS,QXZSJ,QXZZJS,QYS,RQ,SBR,SCGC,SCSJ,SGSJ,SHL,SHLDDYY,SYSJ,SZDC,SZGSJ,TF,XH,XHNJSJ,XJ,XJ0,XJ1,XLSJ,XRJS,XTGSJ,YXCD,YXMS,YXZJ,ZBR,ZBY,ZCMS,ZGSFSD,ZJSD,ZJSJHJ,ZJSS,ZRTGSJ,ZS,ZS1,ZTBH,ZTCC,ZTCJ,ZTCSSJ,ZTGF,ZTJJZS,ZTLX,ZTSFSD,ZTSML,ZTXH,ZTYJ,ZY,ZZTGSJ,1
,4.900000095,,1.28,½­ºº,259,,,,98,,26:45:00,,,,,,,,180,,,,20.16666,13.69999981,,,,,70,,,°Í21,,,,0:12,5.35375,,,,,1.28,,J1,,,,,38,87,,,,,,,2165,,,,Y1,,,,20:10,,,,,,,,,,,Î÷É½Ò¤,,,18,,,,,,2095,,,ÄàÑÒ+É°ÑÒ,,,18,Z1,1.580000043,,26.75,,,2.61682243,117,,216,,,,2.619999886,J22,,185,10,3.599999905,170,,1
,4.300000191,,1.25,½­ºº,206,,,,98,,9:45,,,,,,,,180,,,,9.416666,7.5,,,,,6,,,°Í21,,,,0:08,6.284,,,,,1.26,,J2,,,,,38,16,,,,,,,1816.599976,,,,Y2,,,,9:25,,,,,,,,,,,Î÷É½Ò¤,,,19,,,,,,1810.599976,,,»ÒÄàÑÒ,,,11,Z2,1.580000043,,9.75,,,0.615384615,67,,216,,,,0.620000005,J22,,157,7(5),3.099999905,50,,1
,,,"Ä¥Ëð:T5,B0,G0,CB7",ËÄ´¨,,,,,121,,6:55,,,,,,,,150,,,,8.33333,,,,,,2.41003418,,,°Í21,,,,,3.4028571,,,,,1.27,,,,,,,23,,,,,,,,1687.51001,,,,,,,,8:20,,,,,,,,,,,Î÷É½Ò¤,,,21,,,,,,1685.099976,,,É°ÑÒ,,,9,,0,,6.916666,,,0.34843871,67,,214.3999939,,,,0.349999994,½ð¸ÕÊ¯,,,12,,60,,1
,,,"T5,B0,G0,CB7",½­ºº,,,,,121,,22:07,,,,,,,,150,,,,36.5,,,,,,32.13000488,,,°Í21,,,,,4.7566667,,,,,1.28,,,,,,,23,,,,,,,,1719.640015,,,,,,,,36:30:00,,,,,,,,,,,Î÷É½Ò¤,,,22,,,,,,1687.51001,,,ÄàÑÒ,,,9,,0,,22.116666,,,1.45275083,67,,214.3999939,,,,1.450000048,PDC,,,13,,60,,1
,,,"T4,B1,G0,CB6",½­ºº,,,,,121,,25:35:00,,,,,,,,150,,,,26.583333,,,,,,32.14001465,,,°Í21,,,,,5.35375,,,,,1.25,,,,,,,23,,,,,,,,1751.780029,,,,,,,,26:35:00,,,,,,,,,,,Î÷É½Ò¤,,,23,,,,,,1719.640015,,,É°ÑÒ+ÄàÑÒ,,,9,,0,,25.58333,,,1.256287381,67,,214.3999939,,,,1.090000033,PDC,,,14,,60,,1
,,,"T4,B2,G0,CB7",½­ºº,,,,,121,,20:46,,,,,,,,150,,,,44.25,,,,,,42.66003418,,,°Í21,,,,,4.7566667,,,,,1.26,,,,,,,23,,,,,,,,1795.599976,,,,,,,,44:15:00,,,,,,,,,,,Î÷É½Ò¤,,,24,,,,,,1752.939941,,,ÄàÑÒ,,,9,,0,,20.7666,,,2.054261852,67,,214.3999939,,,,1.25999999,PDC,,,15,,60,,1
,,,"T4,B1,G0,CB5",½­ºº,,,,,121,,21:15,,,,,,,,150,,,,33.75,,,,,,23.55004883,,,°Í21,,,,,3.4028571,,,,,1.26,,,,,,,23,,,,,,,,1819.150024,,,,,,,,33:45:00,,,,,,,,,,,Î÷É½Ò¤,,,25,,,,,,1795.599976,,,É°ÑÒ,,,9,,0,,21.25,,,1.108237592,67,,214.3999939,,,,0.819999993,PDC,,,16,,60,,1
,,,"T5,B1,G1,GB6",½­ºº,,,,,121,,15:30,,,,,,,,150,,,,25.5,,,,,,14.13000488,,,°Í21,,,,,3.4028571,,,,,1.26,,,,,,,23,,,,,,,,1833.280029,,,,,,,,25:30:00,,,,,,,,,,,Î÷É½Ò¤,,,26,,,,,,1819.150024,,,É°ÑÒ,,,9,,0,,15.5,,,0.911613218,67,,214.3999939,,,,0.910000026,PDC,,,17,,60,,1
,,,"T5,B1,G0,CB7",½­ºº,,,,,121,,27:50:00,,,,,,,,150,,,,37.5,,,,,,69.22998047,,,°Í21,,,,,3.9375,,,,,1.27,,,,,,,23,,,,,,,,1902.51001,,,,,,,,37:30:00,,,,,,,,,,,Î÷É½Ò¤,,,27,,,,,,1833.280029,,,É°ÑÒ+ÄàÑÒ,,,9,,0,,27.83333,,,2.487304985,67,,214.3999939,,,,0.980000019,PDC,,,18,,50,,1
,,,"T5,B1,G1,CTB",½­ºº,,,,,121,,46:10:00,,,,,,,,150,,,,70.5,,,,,,83.39001465,,,°Í21,,,,,3.9375,,,,,1.28,,,,,,,23,,,,,,,,1985.900024,,,,,,,,70:30:00,,,,,,,,,,,Î÷É½Ò¤,,,28,,,,,,1902.51001,,,É°ÑÒ+ÄàÑÒ,,,10,,0,,46.166666,,,1.806281932,67,,214.3999939,,,,1.25,PDC,,,19,,50,,1
,,,"T5,B1,G1,CB7",½­ºº,,,,,121,,31:50:00,,,,,,,,150,,,,62.4166666,,,,,,109.0999756,,,°Í21,,,,,3.9375,,,,,1.28,,,,,,,23,,,,,,,,2095,,,,,,,,62:25:00,,,,,,,,,,,Î÷É½Ò¤,,,29,,,,,,1985.900024,,,É°ÑÒ+ÄàÑÒ,,,10,,,,31.83333,,,3.427224723,67,,214.3999939,,,,1.649999976,PDC,,,20,,50,,1
,1.039999962,,±¨·Ï,½­ºº,4452,,,,90,,34:35:00,,,,,,,,180,,32.5,,2.416666,0.200000003,,,,,433.5,,,Â³7,,,,,3.4028571,,,,,1.05,,2,,,,,60,62.70000076,3,,,,,,433.5,,,,2,,,,2:25,,,,,,,,,,,Q,,,1,,,,,,0,,,ÄàÑÒ,,,8,2,0.419999987,,34.583333,,,12.53493988,120,,444.5,,,,12.52999973,xHP2s,0.460000008,159,1,2.599999905,120,,1
,18.21999931,,±¨·Ï,½­ºº,10142,,,,90,,49:45:00,,,,,,,,170,,81.66999817,,5.83333,0.5,,,,,914.25,,,Â³7,,,,,5.35375,,,,,1.05,,3,,,,,53,151.6000061,3,,,,,,1347.75,,,,1,,,,5:50,,,,,,,,,,,N2P,,,2,,,,,,433.5,,,ÄàÑÒ£¨100-1060µÄ60Ê¯¸àÖÊÄàÑÒ£©,,,18,2,1.870000005,,49.75,,,18.37688442,120,,241.3000031,,,,18.37999916,H517,2.230000019,832,2,14.69999981,160,,1
,11.52999973,,±¨·Ï,½­ºº,6018,,,,90,,39:40:00,,,,,,,,180,,76.66999817,,12,1,,,,,636.25,,,Â³7,,,,,5.35375,,,,,1.11,,2,,,,,32,147.3000031,2,,,,,,1984,,,,3,,,,12:00,,,,,,,,,,,Esh,,,3,,,,,,1347.75,,,ÄàÑÒ£¨1720-1860·ÛÉ°ÑÒ£©,,,18,1,0.920000017,,39.66666,,,16.03991866,120,,241.3000031,,,,16.04000092,H517,1.100000024,521,3,13.80000019,180,,1
,8.239999771,,±¨·Ï,½­ºº,5213,,,,90,,47:05:00,,,,,,,,180,,66.09999847,,14.25,1.200000048,,,,,405.3000488,,,Â³7,,,,,3.3408462,,,,,1.18,,3,,,,,32,129.6000061,3,,,,,,2389.300049,,,,,,,,14:15,,,,,,,,,,,J3q,,,4,,,,,,1984,,,É°ÀùÑÒ,,,18,2,0.920000017,,47.083333,,,8.608142691,60,,241.3000031,,,,8.619999886,H517,1.100000024,382,4,11.89999962,180,,1
,8.050000191,,¿ÉÔÙÓÃ,½­ºº,4973,,,,90,,11:50,,,,,,,,180,,65.55999756,,10.5,1.200000048,,,,,71.5,,,Â³7,,,,,4.7566667,,,,,1.24,,1,,,55,,32,118.4000015,2,,,,,,2460.800049,,,,1,,,,10:30,,,,,,,,,,,T2K,,,5,,,,,,2389.300049,,,ÄàÑÒ,,,18,1,0.920000017,,11.833333,,,6.042253691,60,,241.3000031,,,,6.039999962,H517,1.100000024,367,5,11.80000019,180,,1
,,,±¨·Ï,½­ºº,,,,,90,,2:55,,,,,,,,180,,,,10,,,,,,9.199951172,,,Â³7,,,,,4.2675,,,,,1.24,,1,,,55,,20,,2,,,,,,2470,,,,1,,,,10:00,,,,,,,,,,,T2K1,,,6,,,,,,2460.800049,,,Ï¸É°ÑÒ,,,6,1,,,2.916666,,,3.154269694,60,,216,,,,3.150000095,PQ82,,,È¡Ð¾1,,60,,1
,6.090000153,,±¨·Ï,½­ºº,4935,,,,90,,8:45,,,,,,,,180,,65,,9.1666666,1.200000048,,,,,67.42993164,,,Â³7,,,,1:00,4.2675,,,,,1.24,,1,,,57,,32,118.4000015,2,,,,,,2537.429932,,,,2,,,,9:10,,,,,,,,,,,T2K1,,,7,,,,,,2470,,,Ï¸É°ÑÒ,,,18,2,0.920000017,,8.75,,,7.706277902,60,,241,,,,7.710000038,H517,6.099999905,354,5,11.69999981,180,,1
,,,±¨·Ï,½­ºº,,,,,90,,4:00,,,,,,,,180,,,,8.5,,,,,,9.400146484,,,Â³7,,,,,4.2675,,,,,1.24,,,,,52,,20,,2,,,,,,2546.830078,,,,,,,,8:30,,,,,,,,,,,T2K2,,,8,,,,,,2537.429932,,,É°ÑÒ,,,6,,,,4,,,2.350036621,60,,216,,,,2.349999905,PQ82,,,È¡Ð¾1,,60,,1
,5.159999847,,±¨·Ï,½­ºº,4581,,,,90,,18:35,,,,,,,,180,,60,,9.833333,1.299999952,,,,,129.1699219,,,Â³7,,,,0:50,4.2675,,,,,1.24,,,,,46,,32,115.6999969,2,,,,,,2676,,,,,,,,9:50,,,,,,,,,,,T2K2,,,9,,,,,,2546.830078,,,Ï¸É°ÑÒ+É°Àù,,,18,,0.920000017,,18.583333,,,6.950847939,60,,241,,,,6.949999809,H517,1.100000024,299.7000122,6,10.80000019,180,,1
,,,±¨·Ï,½­ºº,,,,,90,,1:30,,,,,,,,180,,,,7.83333,,,,,,7.100097656,,,Â³7,,,,,3.3408462,,,,,1.24,,,,,46,,20,,2,,,,,,2683.100098,,,,,,,,7:50,,,,,,,,,,,T2K2,,,10,,,,,,2676,,,É°Àù,,,6,,,,1.5,,,4.733398438,60,,216,,,,4.730000019,PQ82,,,È¡Ð¾1,,60,,1
,5.139999866,,±¨·Ï,½­ºº,4573,,,,90,,9:55,,,,,,,,180,,58.59000015,,9,1.5,,,,,66.89990234,,,Â³7,,,,0:30,3.3408462,,,,,1.24,,1,,,45,,32,114.9000015,2,,,,,,2750,,,,2,,,,9:00,,,,,,,,,,,T2K2,,,11,,,,,,2683.100098,,,É°Àù,,,18,2,0.920000017,,9.9166666,,,6.746208685,60,,0,,,,6.75,H517,1.100000024,296.7999878,6,10.60000038,180,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,¿±Ò»,,,,,98,,27:00:00,,,,,,,,170,,,,1.5,,,,,,68.73999786,,9000,°Í22,,,,,4.7566667,,,,,1.08,,J3,,,22,,55,,3,,,,,,68.73999786,,,,Y3,,,,1:30,,,,,,,,,,,Î÷Óò×é,,,1,,,,,,0,,,ÄàÑÒ,,,17,Z3,,,27,,,2.545925847,117,,444.5,,,,2.549999952,P3,,,O1,,50,,1
,,,,ÖØÇì,,,,,98,,27:45:00,,,,,,,,170,,,,3.166666,,,,,,85.51999664,,9000,°Í22,,,,,4.7566667,,,,,1.08,,J3,,,22,,55,,3,,,,,,154.2599945,,,,Y3,,,,3:10,,,,,,,,,,,Î÷Óò×é,,,2,,,,,,68.73999786,,,ÄàÑÒ,,,17,Z3,,,27.75,,,3.081801681,117,,444.5,,,,3.079999924,P3,,,O2,,50,,1
,,,,ÖØÇì,,,,,98,,9:40,,,,,,,,170,,,,2.666666,,,,,,65.74000549,,9000,°Í22,,,,,4.7566667,,,,,1.08,,J2,,,22,,55,,3,,,,,,220,,,,2,,,,2:40,,,,,,,,,,,Î÷Óò×é,,,3,,,,,,154.2599945,,,ÄàÑÒ,,,18,Z2,,,9.666666,,,6.800690692,117,,444.5,,,,6.800000191,P3,,,O3,,50,,1
,9.109999657,,,½­ºº,9324,,,,98,,29:30:00,,,,,,,,170,,62,,14.25,0.100000001,,,,,375.1799927,,23500,°Í22,,,,,4.7566667,,,,,1.13,,J1,,,26,,62,134,3,,,,,,595.1799927,,,,Y1,,,,14:15,,,,,,,,,,,»ðÑæÉ½,,,4,,,,,,220,,,ÄàÑÒ,,,18,Z2,0.980000019,,29.5,,,12.71796585,117,,311,,,,12.72000027,J11,1.75999999,692,1,11.19999981,150,,1
,7.71999979,,¶þºÅÖÐ³¤Åç¾×,½­ºº,8862,,,,98,,54:25:00,,,,,,,,170,,59,,5.5,0.200000003,,,,,165.5599976,,23490,°Í22,,,,,4.7566667,,,,,1.29,,J1,,,27,,55.3,119,3,,,,,,760.7399902,,,,Y1,,,,5:30,,,,,,,,,,,Æë¹Å×é,,,5,,,,,,595.1799927,,,ÄàÑÒ,,,18,Z2,0.870000005,,54.41666,,,3.042450558,73,,311,,,,3.039999962,J22,1.570000052,586,2,10.60000038,50,,1
,6.920000076,,,½­ºº,8318,,,,98,,58:40:00,,,,,,,,170,,55,,6.5,0.200000003,,,,,228.8599854,,23490,°Í22,,,,,4.7566667,,,,,1.39,,J1,,,83,,52.8,114,3,,,,,,989.5999756,,,,Y1,,,,6:30,,,,,,,,,,,Æë¹Å×é,,,6,,,,,,760.7399902,,,ÄàÑÒ,,,18,Z1,0.829999983,,58.66666,,,3.901022921,117,,311,,,,3.900000095,J22,1.5,526,3,10,250,,1
,6.420000076,,,½­ºº,7969,,,,98,,51:50:00,,,,,,,,170,,50,,9.33333,0.200000003,,,,,210.4000244,,23490,°Í22,,,,,4.7566667,,,,,,,J1,,,,,53.8,110,3,,,,,,1200,,,,Y1,,,,9:20,,,,,,,,,,,Æë¹Å×é,,,7,,,,,,989.5999756,,,ÄàÑÒ,,,18,Z1,0.850000024,,51.83333,,,4.059164719,117,,311,,,,4.059999943,J22,1.529999971,487,4,9.100000381,250,,1
,10.86999989,,,½­ºº,6966,,,,98,,12:50,,,,,,,,170,,44,,5.5,3.099999905,,,,,20,,,°Í22,,,,,3.9375,,,,,,,J1,,,,,50.3,1.299999952,3,,,,,,1220,,,,Y1,,,,5;30,,,,,,,,,,,Æß¿ËÌ¨,,,8,,,,,,1200,,,ÄàÉ°ÑÒ,,,18,Z2,2.099999905,,12.833333,,,1.558441599,117,,216,,,,1.559999943,J22,4.380000114,398,5,7.900000095,50,,1
,6.989999771,,,½­ºº,5327,,,,98,,50:15:00,,,,,,,,180,,31,,4.5,2.700000048,,,,,190,,12850,°Í22,,,,,4.7566667,,,,,,,J1,,,,,46.1,87,3,,,,,,1410,,,,Y1,,,,4;30,,,,,,,,,,,Èý¼ä·¿,,,9,,,,,,1220,,,ÄàÑÒ,,,18,Z1,1.919999957,,50.25,,,3.781094527,117,,216,,,,3.779999971,J22,3.920000076,256,6,5.599999905,220,,1
,6.809999943,,,½­ºº,5197,,,,98,,14:15,,,,,,,,180,,31,,7.16666,2.700000048,,,,,93.7199707,,12850,°Í22,,,,,4.7566667,,,,,,,J1,,,,,45,87,3,,,,,,1503.719971,,,,Y1,,,,7:10,,,,,,,,,,,Èý¼ä·¿,,,10,,,,,,1410,,,ÄàÑÒ,,,18,Z1,1.879999995,,14.25,,,6.576840049,117,,216,,,,6.579999924,J22,3.829999924,250,7,5.5,200,,1
,9,,,½­ºº,5451,,,,98,,27:10:00,,,,,,,,180,,49,,8.5,2.099999905,,,,,139.9400635,,12850,°Í22,,,,,3.9375,,,,,,,J1,,,,,37.2,109,3,,,,,,1643.660034,,,,Y1,,,,8:30,,,,,,,,,,,Èý¼ä·¿,,,11,,,,,,1503.719971,,,ÄàÉ³ÑÒ,,,18,Z1,1.549999952,,27.16666,,,5.151169245,117,,216,,,,5.150000095,J22,3.160000086,330,8,8.899999619,200,,1
,9,,µÚ¶þ´ÎÏÂ¾®£¬¿Â11¾®ÓÃ¹ý,½­ºº,5451,,,,98,,13:00,,,,,,,,180,,49,,8.666666,2.099999905,,,,,6.779907227,,,°Í22,,,,,6.284,,,,,1.35,,J1,,,,,45,109,3,,,,,,1650.439941,,,,Y1,,,,8;40,,,,,,,,,,,Èý¼ä·¿,,,12,,,,,,1643.660034,,,»ÒÄàÑÒ,,,18,Z2,1.549999952,,13,,,0.521531325,117,,216,,,,0.519999981,J22,3.160000086,330,9,8.899999619,80,,1
,,,ÏÂÈë100%Æð³ö30%,¿±Ò»,,,,,98,,12:15,,,,,,,,180,,,,8.333333,,,,,,8.680053711,,9350,°Í22,,,,,3.9375,,,,,1.34,,,,,,,35,,,,,,,,1659.119995,,,,,,,,8;20,,,,,,,,,,,Èý¼ä·¿,,,13,,,,,,1650.439941,,,ÄàÉ³ÑÒ,,,11,,,,12.25,,,0.708575813,73,,216,,,,0.709999979,½ð¸ÕÊ¯,,,1È¡,,80,,1
